代號,名稱,收盤,漲跌,開盤,最高,最低,成交股數,成交金額(元),成交筆數,市場
5864,致和證,32.30,+0.95,31.95,32.35,31.45,"4,912,000","157,269,050","1,403",上櫃
5878,台名,40.65,+0.15,40.50,41.00,40.50,"8,000","324,650",7,上櫃
5902,德記,37.50,-0.10,37.80,37.80,37.35,"12,000","451,200",10,上櫃
5903,全家,187.50,-1.00,189.00,189.00,187.50,"74,000","13,918,500",73,上櫃
5904,寶雅,560.00,+3.00,566.00,566.00,550.00,"446,000","249,089,000",397,上櫃
5905,南仁湖,8.08,+0.06,8.05,8.17,8.04,"269,000","2,178,000",131,上櫃
6015,宏遠證,15.40,+0.90,14.85,15.45,14.75,"3,380,000","51,015,550","1,016",上櫃
6016,康和證,22.45,+0.65,22.15,22.60,22.10,"4,405,000","98,279,300","1,453",上櫃
6020,大展證,21.40,+0.30,21.50,21.50,21.00,"24,000","511,850",16,上櫃
6021,美好證,32.00,+0.90,31.70,32.00,31.50,"112,000","3,568,300",71,上櫃
6023,元大期,98.10,+0.60,97.50,98.50,97.50,"81,000","7,941,700",61,上櫃
6026,福邦證,15.35,+0.30,15.25,15.50,15.20,"1,463,000","22,497,500",713,上櫃
6028,公勝保經,80.10,0.00,80.10,81.00,80.00,"24,000","1,922,600",18,上櫃
6101,寬魚國際,38.40,-0.30,38.70,39.00,38.40,"89,000","3,441,150",63,上櫃
6103,合邦,----,---,----,----,----,0,0,0,上櫃
6104,創惟,101.50,+4.80,99.10,102.00,98.20,"2,981,000","300,745,600","1,898",上櫃
6109,亞元,10.95,+0.30,10.65,11.00,10.65,"251,000","2,733,250",85,上櫃
6111,光聚晶電,47.40,+0.90,46.90,47.80,46.45,"260,000","12,263,300",176,上櫃
6113,亞矽,25.35,+0.65,25.05,25.80,24.85,"597,000","15,134,200",312,上櫃
6114,久威,29.95,+0.15,29.80,30.60,29.80,"51,000","1,532,600",42,上櫃
6118,建達,17.55,+0.10,17.70,17.95,17.35,"428,000","7,538,200",295,上櫃
6121,新普,381.50,+5.50,377.00,382.50,376.50,"458,000","174,299,500",375,上櫃
6122,擎邦,47.60,+0.15,48.10,48.10,47.20,"131,000","6,223,050",104,上櫃
6123,上奇,44.85,+0.70,44.75,44.85,44.35,"46,000","2,056,550",37,上櫃
6124,業強,29.00,+0.20,29.70,30.60,28.90,"112,000","3,306,050",89,上櫃
6125,廣運,56.50,+1.80,55.50,57.70,54.80,"1,606,000","90,025,900","1,006",上櫃
6126,信音,35.70,+1.65,34.80,36.30,34.70,"3,921,000","139,893,000","2,176",上櫃
6127,九豪,53.00,+0.90,52.70,56.60,51.50,"69,019,000","3,704,431,300","34,532",上櫃
6129,普誠,15.55,+0.60,15.15,15.70,15.15,"701,000","10,832,050",290,上櫃
6130,上亞科技,22.15,0.00,21.10,22.55,21.10,"153,000","3,356,800",95,上櫃
6134,萬旭,30.95,+0.80,30.50,31.10,30.50,"229,000","7,084,800",168,上櫃
6138,茂達,302.00,-6.50,312.00,316.00,300.50,"2,973,000","908,846,000","2,330",上櫃
6140,訊達,19.75,+0.40,19.35,19.95,19.35,"72,000","1,418,700",47,上櫃
6143,振曜,96.10,+0.90,95.60,96.50,95.30,"546,000","52,410,500",425,上櫃
6144,得利影,14.95,0.00,15.00,15.45,14.65,"71,000","1,063,750",48,上櫃
6146,耕興,220.50,+4.00,219.50,220.50,216.00,"452,000","98,827,500",374,上櫃
6147,頎邦,222.50,+7.00,221.00,230.50,217.00,"81,251,000","18,154,914,500","47,780",上櫃
6148,驊宏資,28.80,+0.65,28.25,29.30,28.25,"133,000","3,835,400",98,上櫃
6150,撼訊,67.90,+1.90,66.60,69.30,66.60,"732,000","50,017,600",547,上櫃
6151,晉倫,46.55,+4.20,43.15,46.55,42.75,"2,029,000","93,449,900",906,上櫃
6154,順發,13.30,+0.10,13.30,13.30,13.10,"44,000","581,550",37,上櫃
6156,松上,18.50,+0.10,18.60,18.75,18.40,"693,000","12,848,750",320,上櫃
6158,禾昌,18.10,+0.15,18.30,18.40,17.75,"106,000","1,902,150",56,上櫃
6160,欣技,16.20,+0.15,16.10,16.25,16.05,"69,000","1,115,900",44,上櫃
6161,捷波,51.00,0.00,52.10,52.10,50.60,"646,000","33,054,400",453,上櫃
6163,華電網,53.20,+3.40,51.40,54.70,51.40,"3,228,000","173,040,700","1,970",上櫃
6167,久正,11.40,+0.10,11.45,11.70,11.25,"709,000","8,136,900",294,上櫃
6169,昱泉,14.40,-0.05,14.05,14.50,14.05,"11,000","158,050",9,上櫃
6170,統振,50.60,+0.40,50.50,50.80,50.50,"135,000","6,832,200",87,上櫃
6171,大城地產,23.95,-0.15,24.75,24.75,23.75,"61,000","1,460,950",21,上櫃
6173,信昌電,175.00,+15.50,173.00,175.00,173.00,"1,021,000","178,271,000",607,上櫃
6174,安碁,42.50,-0.95,45.35,46.00,42.50,"11,010,000","490,034,900","6,420",上櫃
6175,立敦,85.20,+3.70,83.00,87.00,81.10,"26,231,000","2,200,168,600","17,197",上櫃
6179,亞通,25.95,+1.35,24.90,26.00,24.55,"2,768,000","70,362,300","1,242",上櫃
6180,橘子,39.65,+0.40,39.40,39.80,39.35,"255,000","10,103,850",175,上櫃
6182,合晶,63.60,+5.70,62.80,63.60,61.50,"31,084,000","1,957,663,200","14,036",上櫃
6185,幃翔,14.10,+0.05,14.15,14.25,14.10,"250,000","3,540,450",125,上櫃
6186,新潤,40.10,+0.10,40.20,40.30,39.90,"915,000","36,726,200",354,上櫃
6187,萬潤,"1,090.00",+5.00,"1,105.00","1,140.00","1,085.00","1,465,000","1,621,725,000","1,253",上櫃
6188,廣明,83.50,+2.80,81.50,84.00,81.50,"2,544,000","211,716,200","1,900",上櫃
6190,萬泰科,79.00,+1.40,78.40,79.90,77.80,"6,358,000","501,774,200","3,941",上櫃
6194,育富,32.40,+0.10,32.30,32.60,32.30,"38,000","1,231,100",21,上櫃
6195,詩肯,26.40,+0.25,26.50,26.65,26.10,"15,000","395,850",15,上櫃
6198,瑞築,22.10,-0.20,21.65,22.25,21.65,"7,000","153,150",6,上櫃
6199,天品,100.50,+1.20,100.00,100.50,98.90,"848,000","84,679,000",317,上櫃
006201,元大富櫃50,45.82,+1.82,45.00,45.97,44.60,"190,000","8,700,080",119,上櫃
6203,海韻電,70.70,+1.70,69.50,71.10,69.40,"333,000","23,428,700",257,上櫃
6204,艾華,84.70,+1.20,83.70,88.30,83.70,"562,000","48,203,900",413,上櫃
6207,雷科,88.70,+8.00,83.10,88.70,81.50,"18,661,000","1,603,268,100","11,819",上櫃
6208,日揚,102.00,+8.20,96.30,103.00,96.10,"2,796,000","278,428,600","1,811",上櫃
6210,慶生,21.05,0.00,21.05,21.05,20.50,"37,000","773,900",28,上櫃
6212,理銘,27.50,+0.20,27.75,27.75,27.50,"2,000","55,250",2,上櫃
6217,中探針,247.50,+8.50,232.50,249.50,216.00,"4,306,000","987,974,000","2,456",上櫃
6218,豪勉,39.55,+1.00,38.10,40.50,38.10,"1,230,000","48,710,600",821,上櫃
6219,富旺,12.30,-0.10,12.40,12.45,12.15,"320,000","3,920,450",120,上櫃
6220,岳豐,30.65,-0.40,31.15,31.75,30.40,"669,000","20,638,850",361,上櫃
6221,晉泰,23.00,0.00,23.00,23.25,22.95,"80,000","1,844,150",51,上櫃
6222,立軒,20.75,+0.05,20.75,20.75,20.75,"2,000","41,500",2,上櫃
6223,旺矽,"5,650.00",-30.00,"6,160.00","6,160.00","5,530.00","1,179,000","6,829,640,000","1,075",上櫃
6227,茂綸,116.50,+2.50,117.00,120.00,115.00,"1,102,000","129,016,000",832,上櫃
6228,全譜,22.60,+1.00,22.85,22.85,21.40,"5,000","110,950",5,上櫃
6229,研通,27.05,+0.70,26.75,27.40,26.75,"231,000","6,251,550",178,上櫃
6231,系微,284.50,+6.50,284.50,294.00,283.00,"580,000","166,579,000",503,上櫃
6233,旺玖,26.05,+0.80,25.80,26.35,25.75,"329,000","8,590,400",218,上櫃
6234,高僑,46.80,+2.95,45.90,47.80,45.40,"2,602,000","121,269,950","1,548",上櫃
6236,中湛,20.00,+1.50,20.00,20.00,20.00,"1,000","20,000",1,上櫃
6237,驊訊,53.40,+4.85,51.00,53.40,49.60,"7,113,000","371,951,200","3,558",上櫃
6240,松崗,17.80,-0.05,17.90,17.90,17.70,"12,000","213,950",11,上櫃
6241,鑫永洋,10.80,+0.10,10.70,10.90,10.45,"113,000","1,211,800",77,上櫃
6242,立康,37.50,0.00,37.50,37.50,37.50,"4,000","150,000",3,上櫃
6244,茂迪,28.35,+0.05,28.60,28.90,28.35,"2,883,000","82,324,750","1,610",上櫃
6245,立端,85.10,+2.50,83.00,87.50,82.80,"2,997,000","255,586,600","1,850",上櫃
6246,臺龍,15.45,+1.05,14.50,15.50,14.30,"116,000","1,742,200",77,上櫃
6248,沛波,18.25,0.00,18.30,18.30,18.20,"45,000","821,250",28,上櫃
6259,百徽,24.70,+1.50,23.95,25.50,23.50,"845,000","20,975,800",507,上櫃
6261,久元,113.00,-1.50,118.00,119.00,112.50,"3,799,000","438,840,500","2,708",上櫃
6263,普萊德,177.00,+7.50,173.50,179.00,173.50,"214,000","37,941,500",190,上櫃
6264,富裔,6.17,-0.06,6.20,6.25,6.00,"109,000","663,400",63,上櫃
6265,方土昶,43.75,+2.15,42.60,44.15,42.40,"5,330,000","231,431,400","2,913",上櫃
6266,泰詠,27.05,+0.05,27.00,27.15,26.85,"222,000","5,992,750",125,上櫃
6270,倍微,26.80,+0.65,26.65,27.30,26.55,"429,000","11,522,650",276,上櫃
6274,台燿,"1,325.00",+120.00,"1,325.00","1,325.00","1,325.00","705,000","934,125,000",382,上櫃
6275,元山,47.60,+0.90,47.50,48.15,47.40,"373,000","17,798,250",243,上櫃
6276,安鈦克,29.10,+0.75,29.15,30.30,28.80,"101,000","2,960,900",70,上櫃
6279,胡連,119.50,+2.00,118.50,120.50,118.50,"922,000","110,170,000",751,上櫃
6284,佳邦,93.40,+5.40,91.10,94.80,90.30,"7,631,000","709,119,300","5,154",上櫃
6290,良維,272.50,+10.50,268.00,276.00,267.00,"3,732,000","1,016,158,000","2,720",上櫃
6291,沛亨,492.00,+29.00,472.00,498.00,472.00,"1,411,000","687,967,000","1,244",上櫃
6292,迅德,53.50,-0.50,54.50,54.70,53.30,"254,000","13,696,500",200,上櫃
6294,智基,27.20,+0.10,27.10,27.25,27.00,"26,000","706,100",26,上櫃
6411,晶焱,94.60,+8.60,89.00,94.60,87.50,"3,187,000","292,410,100","2,019",上櫃
6417,韋僑,130.00,+5.00,125.50,135.00,124.50,"275,000","35,757,000",239,上櫃
6418,詠昇,31.35,+1.25,30.95,32.45,30.80,"291,000","9,199,250",158,上櫃
6419,京晨科,145.00,+1.50,144.50,150.50,144.50,"1,868,000","274,102,000","1,591",上櫃
6423,億而得,98.90,+2.70,98.20,100.50,98.00,"112,000","11,084,200",96,上櫃
6425,易發,90.20,+2.40,88.20,92.80,87.40,"5,332,000","483,275,300","3,669",上櫃
6432,今展科,56.90,+4.20,53.40,57.90,53.30,"7,878,000","443,720,000","4,463",上櫃
6435,大中,230.50,0.00,238.00,242.50,230.00,"840,000","197,869,500",731,上櫃
6441,廣錠,24.45,+0.45,23.95,24.70,23.95,"126,000","3,081,100",93,上櫃
6461,益得,16.40,+0.20,16.85,16.85,16.35,"76,000","1,257,350",48,上櫃
6462,神盾,140.50,+6.00,140.00,144.00,137.00,"3,955,000","553,882,500","2,520",上櫃
6465,威潤,52.50,+3.90,49.20,53.30,49.20,"712,000","36,879,700",550,上櫃
6469,大樹,71.70,+0.70,71.00,71.90,70.70,"365,000","26,080,800",252,上櫃
6470,宇智,48.20,+0.80,47.50,48.50,47.20,"157,000","7,534,450",75,上櫃
6474,華豫寧,37.75,-0.20,38.00,38.20,37.70,"45,000","1,703,200",32,上櫃
6482,弘煜科,29.70,+0.65,29.90,30.55,29.70,"6,000","180,000",6,上櫃
6485,點序,104.50,-7.50,113.00,115.00,104.00,"5,157,000","559,293,000","3,290",上櫃
6486,互動,81.60,+0.40,81.20,81.90,81.20,"92,000","7,502,100",76,上櫃
6488,環球晶,701.00,+63.00,701.00,701.00,701.00,"3,385,000","2,372,885,000","1,868",上櫃
6492,生華科,46.35,+0.55,46.00,46.35,45.60,"93,000","4,283,650",78,上櫃
6494,九齊,56.10,+2.10,54.60,56.40,54.00,"455,000","25,206,900",279,上櫃
6496,科懋,24.70,+0.55,24.10,25.75,24.10,"84,000","2,085,350",20,上櫃
6498,久禾光,106.50,+1.50,105.00,109.50,105.00,"441,000","47,349,000",350,上櫃
6499,益安,94.90,+0.40,95.00,96.30,92.30,"1,043,000","98,249,100",644,上櫃
6506,雙邦,19.00,0.00,19.10,19.15,18.95,"183,000","3,482,450",95,上櫃
6508,惠光,23.70,+0.40,23.30,23.75,23.10,"69,000","1,616,850",44,上櫃
6509,聚和,49.15,+1.50,47.75,50.50,47.75,"7,560,000","372,256,200","3,899",上櫃
6510,精測,"3,350.00",-35.00,"3,425.00","3,495.00","3,350.00","763,000","2,598,705,000",718,上櫃
6512,啟發電,18.95,-0.10,19.45,19.45,18.95,"14,000","266,650",14,上櫃
6516,勤崴國際,57.10,0.00,57.40,58.00,56.00,"85,000","4,828,100",75,上櫃
6517,保勝光學,61.80,+1.30,61.00,62.80,61.00,"310,000","19,130,200",243,上櫃
6523,達爾膚,99.80,+1.00,98.80,99.80,98.80,"12,000","1,194,100",12,上櫃
6527,明達醫,70.00,0.00,70.00,70.20,69.60,"23,000","1,610,900",12,上櫃
6530,創威,105.00,+4.00,104.50,108.00,103.50,"1,154,000","121,967,500",858,上櫃
6532,瑞耘,98.50,+1.70,98.00,101.00,96.90,"1,467,000","145,638,300","1,111",上櫃
6535,順藥,129.00,+1.00,129.50,130.50,128.00,"73,000","9,451,500",61,上櫃
6538,倉和,117.00,+10.50,117.00,117.00,117.00,"1,027,000","120,159,000",454,上櫃
6542,隆中,46.35,+0.20,46.20,46.95,46.20,"6,000","279,000",6,上櫃
6546,正基,75.60,+4.10,72.80,76.00,71.60,"1,193,000","87,536,100",852,上櫃
6547,高端疫苗,48.70,+0.10,49.30,49.45,48.60,"1,115,000","54,591,950",642,上櫃
6548,長科*,51.40,+2.80,49.80,51.50,49.70,"4,426,000","225,619,800","2,583",上櫃
6556,勝品,69.90,+0.10,70.10,70.10,69.90,"5,000","350,200",5,上櫃
6560,欣普羅,38.20,+0.80,37.60,38.45,37.60,"29,000","1,100,400",24,上櫃
6561,是方,355.00,0.00,354.50,358.50,354.00,"113,000","40,184,000",107,上櫃
6568,宏觀,217.00,+6.50,216.50,220.50,211.50,"540,000","116,796,000",479,上櫃
6569,醫揚,98.60,+3.30,98.80,98.80,95.90,"46,000","4,489,500",46,上櫃
6570,維田,49.35,+4.45,44.85,49.35,44.85,"636,000","30,774,100",279,上櫃
6574,霈方,117.50,0.00,117.50,121.00,115.50,"76,000","8,924,500",65,上櫃
6576,逸達,81.80,+0.30,82.30,82.40,81.20,"209,000","17,117,900",131,上櫃
6577,勁豐,79.70,+1.20,78.60,80.00,78.60,"64,000","5,094,800",57,上櫃
6578,達邦蛋白,17.20,+0.15,17.00,17.60,17.00,"114,000","1,966,700",75,上櫃
6584,南俊國際,680.00,+52.00,644.00,688.00,640.00,"786,000","530,790,000",672,上櫃
6588,東典光電,126.00,+3.00,126.00,130.50,125.50,"952,000","121,825,500",734,上櫃
6590,普鴻,66.90,-0.10,67.00,67.00,66.30,"20,000","1,332,400",20,上櫃
6593,台灣銘板,35.10,+0.05,35.10,35.25,34.75,"77,000","2,695,400",51,上櫃
6596,寬宏藝術,97.90,+0.20,96.90,98.00,96.70,"196,000","19,075,700",164,上櫃
6597,立誠,73.00,-0.80,74.00,74.00,72.20,"22,000","1,619,000",20,上櫃
6603,富強鑫,22.35,+0.80,22.00,22.45,22.00,"757,000","16,827,850",367,上櫃
6609,瀧澤科,42.15,+0.90,42.00,42.40,41.80,"310,000","13,057,300",206,上櫃
6612,奈米醫材,77.00,+2.90,70.80,77.80,70.70,"178,000","13,059,400",154,上櫃
6613,朋億*,258.00,+10.50,250.50,259.00,249.00,"432,000","110,617,500",352,上櫃
6615,慧智,32.70,+0.20,32.45,32.85,32.45,"26,000","849,800",16,上櫃
6616,特昇-KY,9.83,+0.07,9.76,9.84,9.65,"13,000","126,620",11,上櫃
6617,共信-KY,65.50,-0.30,65.00,66.50,64.90,"106,000","6,955,600",100,上櫃
6620,漢達,75.30,-0.70,76.30,77.80,74.50,"339,000","25,685,600",253,上櫃
6624,萬年清,47.30,-0.70,46.60,47.35,44.75,"38,000","1,748,250",34,上櫃
6629,泰金-KY,122.50,0.00,123.00,123.00,121.50,"40,000","4,891,000",27,上櫃
6637,醫影,65.70,-0.40,66.20,66.40,65.70,"27,000","1,784,500",27,上櫃
6640,均華,"1,375.00",+125.00,"1,290.00","1,375.00","1,290.00","295,000","399,260,000",269,上櫃
6642,富致,87.20,+3.50,85.00,89.40,83.20,"2,949,000","253,198,500","2,037",上櫃
6643,M31,588.00,+25.00,585.00,603.00,583.00,"713,000","421,436,000",629,上櫃
6649,台生材,39.55,-0.05,39.90,40.80,39.30,"18,000","720,450",18,上櫃
6651,全宇昕,125.00,+2.00,125.50,127.50,125.00,"376,000","47,418,000",318,上櫃
6654,天正國際,97.00,0.00,96.50,97.30,96.50,"45,000","4,364,400",26,上櫃
6661,威健生技,17.50,+0.05,17.45,17.50,17.45,"3,000","52,400",3,上櫃
6662,樂斯科,29.00,0.00,29.00,29.00,29.00,"4,000","116,000",4,上櫃
6664,群翊,406.00,+13.50,403.00,414.50,400.00,"609,000","249,113,500",561,上櫃
6667,信紘科,254.00,+2.50,254.00,255.50,252.00,"252,000","63,902,000",223,上櫃
6679,鈺太,335.00,+21.00,324.00,337.00,321.50,"988,000","326,194,000",780,上櫃
6680,鑫創電子,----,---,----,----,----,0,0,0,上櫃
6683,雍智科技,"1,685.00",-95.00,"1,880.00","1,940.00","1,620.00","3,121,000","5,749,410,000","2,624",上櫃
6684,安格,46.30,+0.85,46.15,46.70,46.10,"108,000","5,005,100",87,上櫃
6690,安碁資訊,168.50,+2.00,168.00,168.50,167.50,"45,000","7,565,500",38,上櫃
6692,進能服,28.70,-0.20,28.85,28.85,28.45,"37,000","1,060,100",25,上櫃
6693,廣閎科,142.00,+5.00,140.50,144.00,139.00,"419,000","59,104,500",327,上櫃
6697,東捷資訊,41.10,+0.55,41.00,41.20,40.60,"33,000","1,350,500",24,上櫃
6703,軒郁,115.00,+1.00,114.50,115.50,113.50,"45,000","5,155,000",40,上櫃
6708,天擎,40.30,-0.20,40.50,40.50,39.50,"52,000","2,074,550",45,上櫃
6712,長聖,135.50,+2.50,134.50,136.00,133.50,"285,000","38,498,500",211,上櫃
6716,應廣,99.80,+1.70,99.80,102.00,98.00,"1,037,000","103,582,700",771,上櫃
6720,久昌,158.00,+0.50,158.00,158.00,151.50,"130,000","20,158,500",100,上櫃
6721,信實,60.00,+1.50,58.30,61.40,58.30,"16,000","948,000",14,上櫃
6725,矽科宏晟,293.00,+7.50,289.00,295.00,289.00,"194,000","56,855,000",180,上櫃
6727,亞泰金屬,546.00,+49.50,516.00,546.00,511.00,"2,058,000","1,100,672,000","1,432",上櫃
6728,上洋,112.00,0.00,111.50,112.00,111.50,"17,000","1,898,000",15,上櫃
6730,常廣,37.80,+0.80,37.00,37.80,36.90,"35,000","1,297,600",11,上櫃
6732,昇佳電子,175.00,+10.00,169.50,175.00,169.00,"428,000","74,118,500",363,上櫃
6733,博晟生醫,27.80,+0.05,28.50,28.50,27.75,"151,000","4,229,700",112,上櫃
6735,美達科技,108.50,+1.00,108.50,109.50,103.50,"1,029,000","110,236,500",785,上櫃
6739,竹陞科技,"1,250.00",+10.00,"1,310.00","1,350.00","1,250.00","317,000","408,925,000",305,上櫃
6741,91APP*-KY,62.90,+1.10,62.00,63.50,61.60,"263,000","16,480,500",174,上櫃
6751,智聯服務,47.70,+0.70,46.60,47.85,46.60,"44,000","2,072,550",36,上櫃
6752,叡揚,101.00,+1.00,102.50,102.50,100.00,"35,000","3,530,500",29,上櫃
6761,穩得,195.50,+14.00,185.50,198.00,184.50,"854,000","165,589,000",701,上櫃
6762,達亞,188.00,-2.00,194.00,194.00,188.00,"4,000","758,000",4,上櫃
6763,綠界科技*,45.60,+1.45,44.75,45.60,44.70,"328,000","14,860,250",216,上櫃
6767,台微醫,27.00,+0.05,26.95,27.00,26.20,"21,000","565,750",12,上櫃
6785,昱展新藥,126.00,+1.50,125.00,128.00,125.00,"42,000","5,312,500",40,上櫃
6788,華景電,407.50,+14.50,403.00,408.00,403.00,"411,000","166,681,000",363,上櫃
6791,虎門科技,110.00,-3.00,114.50,117.50,110.00,"91,000","10,247,000",79,上櫃
6803,崑鼎,288.00,0.00,288.00,288.00,286.50,"78,000","22,412,500",72,上櫃
6804,明係,15.40,+0.05,15.40,15.85,15.40,"49,000","760,350",26,上櫃
6811,宏碁資訊,209.00,+3.50,207.00,209.00,207.00,"48,000","9,988,500",46,上櫃
6821,聯寶,57.20,+5.20,53.70,57.20,53.00,"1,270,000","71,312,600",621,上櫃
6823,濾能,78.70,-0.50,78.60,80.60,78.60,"274,000","21,754,300",216,上櫃
6829,千附精密,192.50,+8.50,189.00,193.00,184.00,"219,000","41,584,500",186,上櫃
6840,東研信超,63.40,-0.80,64.30,64.30,63.30,"95,000","6,057,400",78,上櫃
6841,長佳智能,60.20,+1.40,59.30,60.40,59.00,"221,000","13,263,100",162,上櫃
6843,進典,42.80,+0.30,42.55,42.80,42.55,"6,000","256,150",5,上櫃
6844,諾貝兒,66.60,+0.60,66.40,66.80,66.00,"28,000","1,859,200",20,上櫃
6846,綠茵,70.00,+0.10,69.80,70.00,69.50,"4,000","278,900",4,上櫃
6855,數泓科,102.50,+1.50,102.00,103.50,102.00,"16,000","1,645,000",14,上櫃
6856,鑫傳,52.90,+1.70,51.00,52.90,51.00,"5,000","259,600",5,上櫃
6859,伯特光,119.00,+1.50,118.00,119.50,117.50,"159,000","18,831,000",141,上櫃
6865,偉康科技,27.65,-0.15,27.50,28.30,27.00,"58,000","1,596,000",44,上櫃
6870,騰雲,224.00,+20.00,217.00,224.00,213.00,"244,000","54,033,000",186,上櫃
6872,浩宇生醫,18.45,+0.30,18.30,18.50,18.20,"33,000","604,100",20,上櫃
6874,倍力,79.80,+0.10,80.30,80.50,79.00,"37,000","2,952,100",36,上櫃
6875,國邑*,38.10,+0.55,38.20,39.00,37.35,"91,000","3,494,600",75,上櫃
6877,鏵友益,152.00,+5.50,150.00,157.50,149.00,"370,000","56,732,000",294,上櫃
6881,潤德,272.00,+2.50,270.50,272.00,270.50,"14,000","3,799,500",12,上櫃
6884,海柏特,33.35,+0.25,33.15,33.40,33.00,"23,000","761,600",16,上櫃
6894,衛司特,354.50,+15.00,345.50,361.50,342.00,"227,000","80,606,000",194,上櫃
6895,宏碩系統,152.00,+0.50,155.00,155.50,151.50,"43,000","6,559,500",42,上櫃
6899,創為精密,60.90,+1.50,60.60,63.20,57.50,"363,000","22,182,500",305,上櫃
6903,巨漢,385.50,+15.00,376.00,387.00,376.00,"516,000","197,943,500",452,上櫃
6904,伯鑫,115.00,+1.50,113.00,115.00,113.00,"3,000","341,000",3,上櫃
6907,雅特力-KY,114.00,+4.50,113.00,119.50,112.50,"605,000","70,144,000",500,上櫃
6910,德鴻,28.00,+1.10,28.60,28.60,27.45,"45,000","1,262,450",32,上櫃
6913,鴻呈,137.00,+7.50,132.00,138.50,131.00,"717,000","97,867,000",505,上櫃
6922,宸曜,182.00,-1.00,185.00,189.00,182.00,"161,000","29,865,000",131,上櫃
6925,意藍,59.70,+1.10,60.00,60.50,59.70,"31,000","1,862,000",25,上櫃
6929,佑全,23.00,-0.20,23.15,23.20,22.70,"16,000","368,450",14,上櫃
6953,家碩,255.50,+8.00,253.00,260.00,253.00,"72,000","18,561,000",60,上櫃
6961,旅天下,58.50,0.00,58.50,58.80,58.10,"31,000","1,812,300",28,上櫃
6967,汎瑋材料,72.50,+1.30,72.50,73.50,71.50,"69,000","4,990,100",53,上櫃
6968,萬達寵物,45.00,+1.00,44.20,46.00,44.20,"99,000","4,488,000",65,上櫃
6971,惠民實業,27.40,-0.05,27.30,27.90,27.30,"21,000","577,250",19,上櫃
6982,大井泵浦,52.00,+0.50,51.50,52.20,51.50,"28,000","1,455,700",21,上櫃
6996,力領科技,198.00,+6.00,195.00,204.00,193.00,"511,000","101,477,000",415,上櫃
6997,博弘,68.50,+1.20,70.30,70.30,68.50,"3,000","208,800",3,上櫃
7402,邑錡,94.80,+1.60,93.80,96.60,93.60,"410,000","39,208,300",360,上櫃
7547,碩網,68.30,+0.60,70.90,71.10,67.80,"92,000","6,341,000",78,上櫃
7556,意德士,269.00,+20.00,255.50,273.50,255.00,"268,000","71,967,000",234,上櫃
7584,樂意,27.55,+0.55,27.00,27.65,26.95,"27,000","737,550",23,上櫃
7642,昶瑞機電,69.70,+2.50,67.30,69.70,67.20,"22,000","1,508,500",22,上櫃
7703,銳澤,208.50,+5.50,210.00,210.00,206.50,"167,000","34,759,500",88,上櫃
7704,明遠精密,62.80,+1.30,62.50,64.20,61.80,"137,000","8,627,400",114,上櫃
7708,全家餐飲,92.00,0.00,92.10,92.10,92.00,"7,000","644,300",6,上櫃
7709,榮田,92.90,+3.90,97.80,97.90,92.80,"1,953,000","188,435,300","1,040",上櫃
7712,博盛半導體,165.50,-2.00,175.50,175.50,165.50,"2,296,000","388,726,000","1,772",上櫃
7713,威力德生醫,67.50,0.00,67.20,67.50,67.10,"10,000","673,400",10,上櫃
7714,創泓科技,125.00,+1.50,125.50,125.50,123.50,"23,000","2,864,000",19,上櫃
7715,裕山,29.60,+0.25,29.45,29.80,29.45,"99,000","2,931,300",81,上櫃
7716,昱臺國際,25.00,+0.30,25.00,25.00,25.00,"1,000","25,000",1,上櫃
7717,萊德光電-KY,687.00,+13.00,696.00,700.00,675.00,"247,000","168,950,000",237,上櫃
7718,友鋮,50.00,+0.35,49.00,50.50,49.00,"88,000","4,386,100",55,上櫃
7723,築間,24.85,-0.05,24.90,25.10,24.75,"94,000","2,345,100",59,上櫃
7728,光焱科技,718.00,+23.00,712.00,720.00,705.00,"55,000","39,137,000",54,上櫃
7734,印能科技,"3,455.00",+110.00,"3,565.00","3,660.00","3,430.00","222,000","782,305,000",211,上櫃
7738,東聯互動,165.50,+0.50,167.00,167.00,165.00,"47,000","7,790,500",33,上櫃
7743,金利食安,19.30,-0.10,19.40,19.40,19.30,"18,000","348,700",8,上櫃
7744,崴寶,504.00,+14.00,507.00,516.00,496.50,"126,000","63,421,000",106,上櫃
7747,昕奇雲端,127.50,+3.00,128.00,128.00,123.00,"9,000","1,127,500",8,上櫃
7751,竑騰,"1,650.00",+150.00,"1,630.00","1,650.00","1,600.00","118,000","192,395,000",109,上櫃
7753,星亞,41.30,+0.10,41.60,41.90,41.00,"26,000","1,070,050",21,上櫃
7757,金色三麥,104.50,+1.00,105.00,106.50,104.00,"17,000","1,789,000",16,上櫃
7767,仁大資訊,43.60,+0.15,43.50,43.90,43.50,"14,000","611,850",12,上櫃
7770,君曜,42.00,+1.80,40.25,43.00,40.25,"18,000","757,000",16,上櫃
7772,耀穎,150.50,+0.50,151.00,156.50,150.00,"205,000","31,147,000",196,上櫃
7777,能率亞洲,32.85,+0.10,33.20,34.35,32.75,"1,658,000","55,254,750","1,040",上櫃
7782,光速火箭,26.75,-0.10,26.65,27.00,26.65,"7,000","187,150",5,上櫃
7792,安葆,267.00,+3.50,274.50,274.50,264.00,"174,000","46,481,000",141,上櫃
7794,宏碁智新,28.85,+0.05,28.80,28.85,28.80,"39,000","1,124,650",34,上櫃
