日期,代號,名稱,市場,開盤價,最高價,最低價,收盤價,昨收價,漲跌幅%,成交張數,成交金額,均價,振幅%,可當沖
20260521,1410,南染,上市,26.15,26.95,26.15,26.4,26.099999999999998,1.15,40,1067027,26.5,3.07,True
20260521,1413,宏洲,上市,9.33,9.53,9.33,9.53,9.5,0.32,20,196588,9.48,2.11,True
20260521,1414,東和,上市,15.85,16.0,15.7,15.8,15.75,0.32,284,4491295,15.78,1.9,True
20260521,1416,廣豐,上市,11.15,11.15,11.05,11.1,11.1,0.0,187,2083865,11.1,0.9,True
20260521,1417,嘉裕,上市,8.24,8.3,8.16,8.22,8.200000000000001,0.24,76,626232,8.22,1.71,True
20260521,1418,東華,上市,17.9,17.9,17.65,17.9,17.9,0.0,25,448461,17.84,1.4,True
20260521,1419,新紡,上市,62.0,63.4,62.0,62.5,62.0,0.81,90,5676063,62.77,2.26,True
20260521,1423,利華,上市,40.9,41.3,40.75,41.3,40.8,1.23,37,1534515,40.92,1.35,True
20260521,1432,大魯閣,上市,16.25,16.45,16.25,16.4,16.25,0.92,135,2214312,16.33,1.23,True
20260521,1434,福懋,上市,15.2,15.3,15.15,15.3,15.15,0.99,987,15045439,15.24,0.99,True
20260521,1436,華友聯,上市,45.0,45.85,44.5,45.5,45.75,-0.55,685,30972262,45.17,2.95,True
20260521,1437,勤益控,上市,28.35,28.5,28.2,28.5,28.35,0.53,218,6186179,28.35,1.06,True
20260521,1438,三地開發,上市,20.3,20.6,20.3,20.5,20.65,-0.73,60,1243962,20.47,1.45,True
20260521,1439,雋揚,上市,25.5,26.2,25.4,25.65,25.5,0.59,44,1134324,25.46,3.14,True
20260521,1440,南紡,上市,11.4,11.45,11.35,11.4,11.3,0.88,765,8726981,11.4,0.88,True
20260521,1441,大東,上市,9.3,9.48,9.3,9.39,9.3,0.97,40,374704,9.33,1.94,True
20260521,1442,名軒,上市,26.2,26.45,26.15,26.15,26.25,-0.38,410,10801177,26.32,1.14,True
20260521,1443,立益物流,上市,26.25,26.5,26.25,26.45,26.45,0.0,17,451188,26.36,0.95,True
20260521,1444,力麗,上市,5.93,5.96,5.9,5.95,5.930000000000001,0.34,846,5015874,5.93,1.01,True
20260521,1445,大宇,上市,11.35,12.3,11.35,12.15,11.5,5.65,160,1850165,11.56,8.26,True
20260521,1446,宏和,上市,15.55,15.7,15.55,15.55,15.450000000000001,0.65,114,1781145,15.61,0.97,True
20260521,1447,力鵬,上市,5.89,5.97,5.81,5.9,5.890000000000001,0.17,2553,15027606,5.89,2.72,True
20260521,1449,佳和,上市,12.35,12.45,12.35,12.45,12.25,1.63,461,5727476,12.4,0.82,True
20260521,1451,年興,上市,16.7,16.85,16.65,16.7,16.7,0.0,150,2511575,16.73,1.2,True
20260521,1452,宏益,上市,10.55,10.6,10.5,10.5,10.55,-0.47,119,1260987,10.52,0.95,True
20260521,1453,大將,上市,11.25,11.5,11.2,11.35,11.25,0.89,63,721155,11.37,2.67,True
20260521,1454,台富,上市,13.1,13.1,12.7,12.7,12.85,-1.17,42,539875,12.77,3.11,True
20260521,1455,集盛,上市,8.2,8.23,8.1,8.18,8.17,0.12,329,2687373,8.16,1.59,True
20260521,1456,怡華,上市,12.95,13.15,12.9,12.9,12.950000000000001,-0.39,26,342521,12.98,1.93,True
20260521,1457,宜進,上市,14.05,14.1,14.05,14.05,14.15,-0.71,107,1507763,14.07,0.35,True
20260521,1459,聯發,上市,11.8,11.85,11.75,11.8,11.75,0.43,45,542282,11.79,0.85,True
20260521,1460,宏遠,上市,7.04,7.04,6.94,6.98,7.03,-0.71,556,3882473,6.98,1.42,True
20260521,1463,強盛新,上市,18.15,18.15,17.9,18.0,18.2,-1.1,34,627285,18.04,1.37,True
20260521,1464,得力,上市,10.15,10.25,10.1,10.25,10.15,0.99,465,4733715,10.17,1.48,True
20260521,1465,偉全,上市,12.05,12.1,12.0,12.05,12.0,0.42,37,453576,12.04,0.83,True
20260521,1466,聚隆,上市,14.7,14.7,14.5,14.7,14.649999999999999,0.34,87,1275432,14.62,1.37,True
20260521,1467,南緯,上市,6.99,7.0,6.9,6.96,6.95,0.14,212,1474842,6.95,1.44,True
20260521,1468,昶和,上市,11.7,11.9,11.7,11.9,11.9,0.0,40,473179,11.79,1.68,True
20260521,1470,大統新創,上市,21.3,21.9,21.3,21.9,21.099999999999998,3.79,6,134769,21.51,2.84,True
20260521,1471,首利,上市,10.5,10.7,10.3,10.5,10.4,0.96,510,5349876,10.47,3.85,True
20260521,1473,台南,上市,20.45,20.55,20.4,20.4,20.4,0.0,39,802759,20.46,0.74,True
20260521,1474,弘裕,上市,9.86,9.87,9.81,9.82,9.93,-1.11,161,1586919,9.85,0.6,True
20260521,1475,業旺,上市,25.5,25.5,24.65,25.1,25.3,-0.79,71,1795441,25.13,3.36,True
20260521,1476,儒鴻,上市,338.0,348.0,331.0,343.0,330.5,3.78,2248,770856502,342.85,5.14,True
20260521,1477,聚陽,上市,216.0,217.5,214.0,217.5,213.0,2.11,2330,503328087,216.02,1.64,True
20260521,1503,士電,上市,184.0,189.0,184.0,188.5,181.0,4.14,1723,322117327,186.93,2.76,True
20260521,1504,東元,上市,69.6,71.5,69.6,71.1,69.0,3.04,9713,688279302,70.86,2.75,True
20260521,1506,正道,上市,10.0,10.15,9.98,10.1,10.0,1.0,208,2093551,10.03,1.7,True
20260521,1512,瑞利,上市,7.1,7.1,6.84,6.96,7.1,-1.97,101,700462,6.9,3.66,True
20260521,1513,中興電,上市,150.0,154.5,150.0,154.5,148.5,4.04,5712,873597642,152.94,3.03,True
20260521,1514,亞力,上市,114.5,119.0,114.5,118.0,113.0,4.42,2874,337744544,117.48,3.98,True
20260521,1515,力山,上市,22.05,22.25,22.05,22.15,22.0,0.68,241,5346781,22.11,0.91,True
20260521,1516,川飛,上市,22.25,22.25,20.95,21.0,21.3,-1.41,101,2157140,21.19,6.1,True
20260521,1517,利奇,上市,10.05,10.15,10.0,10.05,10.0,0.5,151,1524627,10.05,1.5,True
20260521,1519,華城,上市,787.0,804.0,785.0,800.0,770.0,3.9,1454,1156624734,795.2,2.47,True
20260521,1521,大億,上市,24.25,24.6,24.25,24.25,24.25,0.0,29,709272,24.29,1.44,True
20260521,1522,堤維西,上市,29.2,29.65,29.2,29.65,29.099999999999998,1.89,621,18342686,29.52,1.55,True
20260521,1524,耿鼎,上市,29.4,29.8,29.3,29.35,29.400000000000002,-0.17,1463,43217888,29.52,1.7,True
20260521,1525,江申,上市,59.0,59.0,57.9,59.0,58.8,0.34,13,787544,58.65,1.87,True
20260521,1526,日馳,上市,14.6,14.8,14.3,14.6,14.549999999999999,0.34,153,2240234,14.6,3.44,True
20260521,1527,鑽全,上市,32.6,33.05,32.6,32.9,32.55,1.08,331,10898264,32.92,1.38,True
20260521,1528,恩德,上市,25.5,26.35,25.45,25.75,25.15,2.39,3726,96512586,25.9,3.58,True
20260521,1529,樂事綠能,上市,20.5,20.85,20.45,20.75,20.35,1.97,436,9035060,20.7,1.97,True
20260521,1530,亞崴,上市,27.4,28.45,27.35,27.8,27.35,1.65,71,1990443,27.92,4.02,True
20260521,1531,高林股,上市,12.5,12.6,12.45,12.55,12.3,2.03,105,1316805,12.54,1.22,True
20260521,1532,勤美,上市,20.55,20.85,20.55,20.7,20.55,0.73,266,5532157,20.73,1.46,True
20260521,1533,車王電,上市,38.05,39.9,37.6,39.85,38.0,4.87,2002,77471458,38.69,6.05,True
20260521,1535,中宇,上市,49.2,49.8,49.2,49.5,49.2,0.61,36,1826499,49.52,1.22,True
20260521,1536,和大,上市,49.55,50.6,48.9,50.2,49.1,2.24,2295,114458009,49.87,3.46,True
20260521,1537,廣隆,上市,124.5,125.5,124.5,125.5,124.5,0.8,43,5435229,125.23,0.8,True
20260521,1539,巨庭,上市,15.5,15.55,15.45,15.5,15.5,0.0,48,744033,15.48,0.65,True
20260521,1540,喬福,上市,20.75,21.15,20.75,20.95,20.7,1.21,113,2377329,20.95,1.93,True
20260521,1541,錩泰,上市,20.85,21.45,20.45,20.75,20.4,1.72,27,566150,20.75,4.9,True
20260521,1558,伸興,上市,90.6,90.7,90.0,90.3,90.0,0.33,24,2243778,90.43,0.78,True
20260521,1560,中砂,上市,640.0,669.0,634.0,669.0,609.0,9.85,2373,1563009601,658.61,5.75,True
20260521,1563,巧新,上市,45.3,45.75,44.6,45.7,45.0,1.56,774,35037136,45.26,2.56,True
20260521,1568,倉佑,上市,28.35,28.5,28.05,28.45,28.0,1.61,218,6185346,28.26,1.61,True
20260521,1582,信錦,上市,117.0,117.5,115.0,117.5,107.0,9.81,6225,730585731,117.36,2.34,True
20260521,1583,程泰,上市,47.45,47.6,47.1,47.1,47.1,0.0,44,2119415,47.24,1.06,True
20260521,1587,吉茂,上市,28.0,28.6,28.0,28.3,28.0,1.07,175,4973534,28.38,2.14,True
20260521,1590,亞德客-KY,上市,1395.0,1450.0,1390.0,1420.0,1405.0,1.07,786,1123771960,1428.24,4.27,True
20260521,1597,直得,上市,177.5,180.5,162.5,166.5,171.0,-2.63,6804,1151104332,169.18,10.53,True
20260521,1598,岱宇,上市,20.2,20.4,20.15,20.15,20.299999999999997,-0.74,124,2524809,20.22,1.23,True
20260521,1603,華電,上市,30.0,30.4,29.3,30.4,29.4,3.4,431,13010665,30.15,3.74,True
20260521,1604,聲寶,上市,23.05,23.2,23.0,23.2,23.099999999999998,0.43,384,8887736,23.09,0.87,True
20260521,1605,華新,上市,33.7,36.3,33.7,35.5,33.1,7.25,61994,2207272495,35.6,7.85,True
20260521,1608,華榮,上市,32.35,33.1,32.15,32.8,31.499999999999996,4.13,3299,107941892,32.72,3.02,True
20260521,1609,大亞,上市,34.25,35.3,34.25,35.05,33.8,3.7,5644,197313166,34.96,3.11,True
20260521,1611,中電,上市,11.2,11.4,11.2,11.3,11.15,1.35,526,5939471,11.27,1.79,True
20260521,1612,宏泰,上市,36.15,37.05,36.0,36.6,35.75,2.38,922,33786604,36.63,2.94,True
20260521,1614,三洋電,上市,30.55,30.95,30.55,30.8,30.85,-0.16,42,1310945,30.74,1.3,True
20260521,1615,大山,上市,43.15,43.25,42.9,43.0,42.7,0.7,116,5018585,43.04,0.82,True
20260521,1616,億泰,上市,21.75,21.9,21.5,21.85,21.25,2.82,674,14670977,21.74,1.88,True
20260521,1617,榮星,上市,14.5,14.75,14.5,14.55,14.3,1.75,152,2232856,14.6,1.75,True
20260521,1618,合機,上市,38.8,39.2,38.6,39.0,38.3,1.83,502,19567890,38.96,1.57,True
20260521,1623,大東電,上市,220.0,224.0,218.5,222.0,215.5,3.02,83,18517166,220.77,2.55,True
20260521,1626,艾美特-KY,上市,10.05,10.15,9.93,9.93,9.9,0.3,71,717092,9.98,2.22,True
20260521,1702,南僑,上市,33.0,33.4,32.9,33.35,33.0,1.06,353,11723453,33.19,1.52,True
20260521,1707,葡萄王,上市,104.0,104.0,102.0,104.0,103.5,0.48,530,54790929,103.23,1.93,True
20260521,1708,東鹼,上市,39.5,39.9,39.45,39.7,39.550000000000004,0.38,1518,60278416,39.7,1.14,True
20260521,1709,和益,上市,18.35,18.5,18.25,18.4,18.15,1.38,434,7997396,18.4,1.38,True
20260521,1710,東聯,上市,12.75,13.15,12.6,13.1,12.95,1.16,11001,141660450,12.88,4.25,True
20260521,1711,永光,上市,48.05,51.0,48.05,49.7,46.800000000000004,6.2,15377,768234256,49.96,6.3,True
20260521,1712,興農,上市,40.6,40.75,40.2,40.2,40.5,-0.74,1337,53955375,40.35,1.36,True
20260521,1713,國化,上市,47.5,48.0,47.5,47.95,47.2,1.59,155,7428967,47.83,1.06,True
20260521,1714,和桐,上市,9.54,9.81,9.54,9.8,9.520000000000001,2.94,3167,30743313,9.7,2.84,True
20260521,1717,長興,上市,73.5,79.9,73.5,79.7,72.7,9.63,58611,4616124467,78.76,8.8,True
20260521,1718,中纖,上市,6.43,6.52,6.43,6.47,6.43,0.62,2518,16299144,6.47,1.4,True
20260521,1720,生達,上市,62.2,62.4,62.0,62.4,61.8,0.97,181,11279077,62.17,0.65,True
20260521,1721,三晃,上市,28.0,30.8,28.0,29.9,28.0,6.79,9103,275585500,30.27,10.0,True
20260521,1722,台肥,上市,45.85,46.4,45.7,46.25,45.75,1.09,1808,83433757,46.14,1.53,True
20260521,1723,中碳,上市,80.3,81.6,80.1,81.4,79.7,2.13,880,71438517,81.1,1.88,True
20260521,1725,元禎,上市,30.95,31.4,30.55,31.0,30.15,2.82,129,4023424,30.99,2.82,True
20260521,1726,永記,上市,77.1,77.2,76.8,77.0,76.8,0.26,101,7842720,77.06,0.52,True
20260521,1727,中華化,上市,85.2,93.0,85.1,93.0,84.6,9.93,23469,2133357443,90.9,9.34,True
20260521,1730,花仙子,上市,53.1,53.3,52.9,52.9,52.9,0.0,40,2164775,53.01,0.76,True
20260521,1731,美吾華,上市,21.55,21.65,21.55,21.6,21.650000000000002,-0.23,85,1847213,21.59,0.46,True
20260521,1732,毛寶,上市,26.75,26.75,26.3,26.6,26.700000000000003,-0.37,266,7051882,26.51,1.69,True
20260521,1733,五鼎,上市,29.85,30.2,29.4,29.45,29.849999999999998,-1.34,199,5938204,29.69,2.68,True
20260521,1734,杏輝,上市,30.65,30.85,30.55,30.8,30.650000000000002,0.49,340,10460711,30.75,0.98,True
20260521,1735,日勝化,上市,25.5,27.3,25.4,26.4,24.9,6.02,938,25054739,26.69,7.63,True
20260521,1736,喬山,上市,126.0,127.0,122.0,122.0,125.0,-2.4,422,51968362,123.12,4.0,True
20260521,1737,臺鹽,上市,31.5,31.6,31.45,31.5,31.5,0.0,86,2729012,31.54,0.48,True
20260521,1752,南光,上市,32.95,33.0,32.7,32.75,32.7,0.15,126,4144704,32.8,0.92,True
20260521,1760,寶齡富錦,上市,61.9,62.2,61.6,61.8,61.0,1.31,96,5954035,61.8,0.98,True
20260521,1762,中化生,上市,38.9,39.4,37.65,37.75,38.75,-2.58,875,33694412,38.46,4.52,True
20260521,1773,勝一,上市,168.0,178.0,167.0,177.0,163.5,8.26,2049,357769074,174.53,6.73,True
20260521,1776,展宇,上市,17.95,18.5,17.95,18.15,17.9,1.4,197,3591060,18.14,3.07,True
20260521,1783,和康生,上市,38.95,39.1,38.5,39.1,38.95,0.39,78,3065716,38.86,1.54,True
20260521,1786,科妍,上市,58.6,59.7,58.2,59.5,59.3,0.34,320,18825552,58.77,2.53,True
20260521,1789,神隆,上市,19.1,19.5,19.1,19.35,19.1,1.31,548,10575528,19.27,2.09,True
20260521,1795,美時,上市,194.5,200.0,194.0,198.5,192.5,3.12,2300,453689283,197.17,3.12,True
20260521,1802,台玻,上市,65.0,67.6,65.0,65.1,63.89999999999999,1.88,47676,3159639425,66.27,4.07,True
20260521,1805,寶徠,上市,10.2,10.2,10.05,10.1,10.25,-1.46,141,1432792,10.11,1.46,True
20260521,1806,冠軍,上市,8.04,8.19,8.04,8.07,8.040000000000001,0.37,316,2560450,8.08,1.87,True
20260521,1808,潤隆,上市,29.35,29.45,29.0,29.45,29.2,0.86,1297,37971418,29.26,1.54,True
20260521,1809,中釉,上市,39.05,39.95,39.05,39.2,38.45,1.95,1993,78638354,39.46,2.34,True
20260521,1810,和成,上市,18.5,19.2,18.5,19.15,18.4,4.08,2710,51576970,19.03,3.8,True
20260521,1817,凱撒衛,上市,39.5,39.9,39.45,39.8,39.5,0.76,18,726790,39.73,1.14,True
20260521,1903,士紙,上市,47.85,48.1,47.7,48.05,47.65,0.84,118,5680275,47.91,0.84,True
20260521,1904,正隆,上市,18.6,18.9,18.35,18.85,18.400000000000002,2.45,1433,26788476,18.69,2.99,True
20260521,1905,華紙,上市,11.85,12.2,11.75,12.1,11.799999999999999,2.54,2951,35453411,12.01,3.81,True
20260521,1906,寶隆,上市,10.45,10.55,10.4,10.45,10.399999999999999,0.48,128,1338575,10.45,1.44,True
20260521,1907,永豐餘,上市,24.3,24.85,24.3,24.75,24.2,2.27,843,20789507,24.64,2.27,True
20260521,1909,榮成,上市,8.9,9.02,8.9,9.02,8.95,0.78,1865,16744284,8.98,1.34,True
20260521,2002,中鋼,上市,18.3,18.3,18.1,18.2,18.099999999999998,0.55,30241,550173944,18.19,1.1,True
20260521,2006,東和鋼鐵,上市,66.1,66.1,65.4,65.5,65.3,0.31,922,60575190,65.66,1.07,True
20260521,2007,燁興,上市,6.93,7.14,6.93,7.0,6.93,1.01,304,2133653,7.01,3.03,True
20260521,2008,高興昌,上市,27.5,27.85,27.5,27.85,27.900000000000002,-0.18,30,840404,27.51,1.25,True
20260521,2009,第一銅,上市,38.2,38.9,38.15,38.8,38.0,2.11,1346,52016739,38.64,1.97,True
20260521,2010,春源,上市,22.4,22.5,22.25,22.5,22.2,1.35,1026,23012770,22.43,1.13,True
20260521,2012,春雨,上市,14.35,14.4,14.25,14.25,14.35,-0.7,90,1297817,14.32,1.05,True
20260521,2013,中鋼構,上市,41.95,42.3,41.95,42.15,41.949999999999996,0.48,75,3191320,42.14,0.83,True
20260521,2014,中鴻,上市,17.4,17.4,17.0,17.25,17.0,1.47,3972,68275039,17.19,2.35,True
20260521,2015,豐興,上市,61.9,62.4,61.8,62.4,61.8,0.97,155,9638486,62.08,0.97,True
20260521,2017,官田鋼,上市,8.59,8.6,8.51,8.55,8.520000000000001,0.35,304,2601861,8.56,1.06,True
20260521,2020,美亞,上市,21.35,21.5,21.35,21.45,21.349999999999998,0.47,166,3566102,21.45,0.7,True
20260521,2022,聚亨,上市,7.52,7.59,7.5,7.56,7.52,0.53,469,3542425,7.54,1.2,True
20260521,2023,燁輝,上市,13.6,13.75,13.55,13.65,13.65,0.0,1110,15127841,13.62,1.47,True
20260521,2024,志聯,上市,13.8,14.3,13.8,14.15,13.8,2.54,40,565902,14.04,3.62,True
20260521,2025,千興,上市,11.95,11.95,11.55,11.65,11.65,0.0,143,1678150,11.7,3.43,True
20260521,2027,大成鋼,上市,41.35,42.45,40.85,42.35,41.15,2.92,34914,1456926035,41.73,3.89,True
20260521,2028,威致,上市,17.05,17.2,16.85,16.95,16.95,0.0,122,2091011,17.01,2.06,True
20260521,2029,盛餘,上市,20.35,20.45,20.2,20.45,20.349999999999998,0.49,120,2452505,20.35,1.23,True
20260521,2030,彰源,上市,17.3,17.45,17.0,17.35,17.25,0.58,853,14733479,17.27,2.61,True
20260521,2031,新光鋼,上市,38.2,38.55,38.2,38.35,38.300000000000004,0.13,941,36124379,38.39,0.91,True
20260521,2032,新鋼,上市,16.5,16.6,16.3,16.6,16.400000000000002,1.22,342,5648897,16.49,1.83,True
20260521,2033,佳大,上市,15.15,15.15,15.0,15.15,15.15,0.0,100,1514020,15.08,0.99,True
20260521,2034,允強,上市,19.9,20.0,19.75,19.95,19.8,0.76,725,14419959,19.88,1.26,True
20260521,2038,海光,上市,13.4,13.5,13.3,13.4,13.35,0.37,243,3259553,13.39,1.5,True
20260521,2049,上銀,上市,364.0,378.0,362.5,373.5,359.5,3.89,5592,2080093595,371.93,4.31,True
20260521,2059,川湖,上市,4880.0,4950.0,4690.0,4895.0,4500.0,8.78,247,1196387500,4837.82,5.78,True
20260521,2062,橋椿,上市,18.6,18.8,18.5,18.6,18.55,0.27,603,11242430,18.63,1.62,True
20260521,2069,運錩,上市,19.55,19.6,19.3,19.4,19.349999999999998,0.26,205,4001047,19.46,1.55,True
20260521,2072,世紀風電,上市,171.0,174.5,169.5,172.5,169.0,2.07,358,61565134,171.85,2.96,True
20260521,2101,南港,上市,31.05,31.15,30.7,31.1,30.75,1.14,2106,65181328,30.95,1.46,True
20260521,2102,泰豐,上市,17.75,18.3,17.75,18.3,17.75,3.1,557,10043544,18.01,3.1,True
20260521,2103,台橡,上市,20.45,20.65,20.2,20.45,20.349999999999998,0.49,2830,57843544,20.43,2.21,True
20260521,2104,國際中橡,上市,9.93,10.15,9.87,10.1,9.92,1.81,1708,17075646,9.99,2.82,True
20260521,2105,正新,上市,32.5,32.85,32.15,32.45,32.050000000000004,1.25,9534,310749114,32.59,2.18,True
20260521,2106,建大,上市,16.8,16.9,16.75,16.85,16.700000000000003,0.9,772,13010404,16.84,0.9,True
20260521,2107,厚生,上市,25.1,25.35,25.1,25.25,25.2,0.2,248,6290195,25.28,0.99,True
20260521,2108,南帝,上市,27.75,28.15,27.55,28.1,27.55,2.0,1221,34127266,27.94,2.18,True
20260521,2109,華豐,上市,14.0,14.0,13.9,14.0,13.9,0.72,167,2337500,13.95,0.72,True
20260521,2114,鑫永銓,上市,89.3,89.6,89.0,89.6,89.19999999999999,0.45,295,26410523,89.28,0.67,True
20260521,2115,六暉-KY,上市,20.55,20.9,20.4,20.85,20.400000000000002,2.21,32,667316,20.56,2.45,True
20260521,2201,裕隆,上市,26.6,26.95,26.6,26.8,26.35,1.71,2120,56754947,26.77,1.33,True
